disease,f1,rouge1,rouge2,rougeL
食管肿瘤破裂出血的中医治疗方法有哪些。,0.3727034120734908,0.3713527801560555,0.1408450654451769,0.3236074220658698
脓疱疮的中医治疗方法有哪些。,0.4984615384615384,0.4984423626366204,0.2247618997671475,0.4174454779014179
唇内面黏膜恶性肿瘤的中医治疗方法有哪些。,0.3782383419689119,0.3769633458457827,0.1343749950215333,0.3350785290918561
先天性泪道发育不全的中医治疗方法有哪些。,0.389041095890411,0.3878116294411492,0.1459369768124553,0.3047091363663569
结直肠肛门畸形的中医治疗方法有哪些。,0.4197530864197531,0.4187499951320313,0.1788321118608478,0.3687499951320312
遗尿的中医治疗方法有哪些。,0.4334365325077399,0.4326018759603385,0.1468926504516584,0.3322883963365141
急性肺源性心脏病的中医治疗方法有哪些。,0.3342939481268011,0.3323615112257648,0.1249999951349491,0.2274052430041905
牙酸蚀症的中医治疗方法有哪些。,0.448,0.4474393481346401,0.1959564491893318,0.3557951432828881
包茎和包皮过长的中医治疗方法有哪些。,0.3962848297213622,0.3949843212527393,0.1578947319727657,0.2946708416289148
楔状缺损的中医治疗方法有哪些。,0.3708206686930091,0.3692307643739645,0.1301989100585007,0.2523076874508876
视神经转移性肿瘤的中医治疗方法有哪些。,0.4011461318051575,0.3999999951180005,0.1511423501540953,0.3420289806252469
先天性腭瘘的中医治疗方法有哪些。,0.3878116343490304,0.3865546172332462,0.149999995256889,0.2801120402024339
臁疮的中医治疗方法有哪些。,0.5357142857142857,0.536144573348817,0.3043478210964083,0.4397590311801422
大骨节病的中医治疗方法有哪些。,0.5345345345345345,0.5349544023336814,0.2582896983345364,0.4194528825768424
大口畸形的中医治疗方法有哪些。,0.415204678362573,0.4142011786001891,0.1515151466457505,0.3491124212037393
急性单纯性胃炎的中医治疗方法有哪些。,0.4897959183673469,0.489675511355801,0.2238010608228565,0.401179936134562
喉肉芽肿的中医治疗方法有哪些。,0.3699731903485254,0.3685636807323683,0.1498371285982346,0.3089430845264063
骨膜性软骨瘤的中医治疗方法有哪些。,0.3988439306358381,0.3976608140150816,0.162348872503781,0.3099415157694676
结肠粪性穿孔的中医治疗方法有哪些。,0.375366568914956,0.373887235445236,0.1420959098011479,0.3145400544363339
外耳继发性感染的中医治疗方法有哪些。,0.3671232876712328,0.3656509645460057,0.1266233716259594,0.3102493024961441
前纵隔良性肿瘤的中医治疗方法有哪些。,0.461139896373057,0.4607329793595296,0.1933534693613148,0.356020937474713
颅底脑脊液瘘的中医治疗方法有哪些。,0.4074074074074074,0.4062499950031251,0.168761215829479,0.3374999950031251
近视眼的中医治疗方法有哪些。,0.5266272189349113,0.5269461029151279,0.2443280928361492,0.4311377196815949
肠上皮化生的中医治疗方法有哪些。,0.4850136239782017,0.4848484799550729,0.1770491754569203,0.3030302981368911
更年期综合征的中医治疗方法有哪些。,0.4359673024523161,0.4352617030026789,0.1974109982414827,0.3581267167767836
鼻出血的中医治疗方法有哪些。,0.2857142857142857,0.2831858357396821,0.0858676157598064,0.1887905555036939
失荣的中医治疗方法有哪些。,0.4057971014492753,0.4046920771383115,0.1675392620303417,0.3284457428274611
肠消化不良的中医治疗方法有哪些。,0.4854368932038835,0.4852458966677774,0.2549019557892349,0.4459016343726955
肾结石的中医治疗方法有哪些。,0.4137931034482758,0.4126984076988663,0.1612284019151124,0.3301587251591837
心内膜垫缺损的中医治疗方法有哪些。,0.4451612903225806,0.4444444394702892,0.182509500752288,0.3986928054833611
水中毒的中医治疗方法有哪些。,0.4281345565749236,0.4272445772216737,0.1963636314641984,0.390092874435296
大肠憩室伴穿孔的中医治疗方法有哪些。,0.5768025078369907,0.5777777728262032,0.2821428521591837,0.4698412648896951
椎基底动脉供血不足的中医治疗方法有哪些。,0.505952380952381,0.5060240914002396,0.2338129446426169,0.379518067303854
妊娠合并糖尿病的中医治疗方法有哪些。,0.4464285714285714,0.4457831276723762,0.2014925324139564,0.3795180674314124
男子不育症的中医治疗方法有哪些。,0.4924012158054711,0.4923076873952189,0.2788990776489521,0.4307692258567575
蛲虫病的中医治疗方法有哪些。,0.4374999999999999,0.4367088557795225,0.154455440544731,0.341772146918763
动眼、滑车及外展神经疾病的中医治疗方法有哪些。,0.3875968992248062,0.3864229715899624,0.1375186796376808,0.2872062614071949
